x,result
-3.0561327874255344,-0.08535587970703774
-3.0555044060566794,-0.08598195092226671
-3.054876024687825,-0.08660798818639281
-3.05424764331897,-0.08723399125221792
-3.053619261950115,-0.08785995987255604
-3.0529908805812602,-0.08848589380023482
-3.052362499212405,-0.08911179278809689
-3.05173411784355,-0.08973765658899739
-3.0511057364746956,-0.09036348495580533
-3.0504773551058406,-0.09098927764140506
-3.049848973736986,-0.09161503439869322
-3.049220592368131,-0.09224075498058242
-3.048592210999276,-0.09286643913999823
-3.0479638296304215,-0.09349208662988062
-3.0473354482615664,-0.09411769720318533
-3.0467070668927114,-0.09474327061288136
-3.046078685523857,-0.09536880661195242
-3.045450304155002,-0.09599430495339827
-3.0448219227861473,-0.09661976539023179
-3.0441935414172923,-0.0972451876754826
-3.0435651600484372,-0.09787057156219406
-3.0429367786795827,-0.09849591680342469
-3.0423083973107277,-0.09912122315224958
-3.041680015941873,-0.09974649036175745
-3.041051634573018,-0.10037171818505419
-3.040423253204163,-0.10099690637525996
-3.0397948718353085,-0.10162205468551053
-3.0391664904664535,-0.10224716286895878
-3.0385381090975985,-0.10287223067877209
-3.037909727728744,-0.10349725786813378
-3.037281346359889,-0.10412224419024455
-3.0366529649910343,-0.10474718939831945
-3.0360245836221793,-0.10537209324559155
-3.0353962022533243,-0.10599695548530891
-3.0347678208844697,-0.10662177587073603
-3.0341394395156147,-0.10724655415515526
-3.03351105814676,-0.10787129009186382
-3.032882676777905,-0.10849598343417738
-3.03225429540905,-0.10912063393542713
-3.0316259140401955,-0.1097452413489612
-3.0309975326713405,-0.11036980542814602
-3.0303691513024855,-0.11099432592636382
-3.029740769933631,-0.11161880259701404
-3.029112388564776,-0.11224323519351476
-3.0284840071959214,-0.11286762346929965
-3.0278556258270664,-0.11349196717782171
-3.0272272444582113,-0.11411626607255021
-3.0265988630893568,-0.11474051990697204
-3.0259704817205018,-0.11536472843459329
-3.0253421003516467,-0.11598889140893659
-3.024713718982792,-0.11661300858354252
-3.024085337613937,-0.11723707971197114
-3.0234569562450826,-0.11786110454779887
-3.0228285748762276,-0.11848508284462218
-3.0222001935073726,-0.11910901435605462
-3.021571812138518,-0.11973289883572819
-3.020943430769663,-0.1203567360372948
-3.020315049400808,-0.12098052571442368
-3.0196866680319534,-0.12160426762080287
-3.0190582866630984,-0.12222796151014055
-3.018429905294244,-0.12285160713616212
-3.017801523925389,-0.12347520425261381
-3.017173142556534,-0.12409875261325964
-3.0165447611876792,-0.12472225197188296
-3.015916379818824,-0.12534570208228768
-3.0152879984499696,-0.1259691026982955
-3.0146596170811146,-0.12659245357374938
-3.0140312357122596,-0.12721575446251054
-3.013402854343405,-0.1278390051184601
-3.01277447297455,-0.12846220529550015
-3.012146091605695,-0.12908535474755153
-3.0115177102368405,-0.129708453228555
-3.0108893288679854,-0.1303315004924729
-3.010260947499131,-0.1309544962932859
-3.009632566130276,-0.1315774403849968
-3.009004184761421,-0.13220033252162755
-3.0083758033925663,-0.13282317245722053
-3.0077474220237113,-0.1334459599458401
-3.0071190406548567,-0.13406869474156957
-3.0064906592860017,-0.13469137659851482
-3.0058622779171467,-0.13531400527080129
-3.005233896548292,-0.13593658051257543
-3.004605515179437,-0.1365591020780061
-3.003977133810582,-0.13718156972128207
-3.0033487524417275,-0.13780398319661336
-3.0027203710728725,-0.1384263422582327
-3.002091989704018,-0.1390486466603926
-3.001463608335163,-0.13967089615736886
-3.000835226966308,-0.14029309050345765
-3.0002068455974533,-0.1409152294529769
-2.9995784642285983,-0.14153731276026782
-2.9989500828597433,-0.14215934017969215
-2.9983217014908887,-0.14278131146563378
-2.9976933201220337,-0.14340322637250003
-2.997064938753179,-0.1440250846547188
-2.996436557384324,-0.144646886066742
-2.995808176015469,-0.1452686303630428
-2.9951797946466145,-0.14589031729811683
-2.9945514132777595,-0.14651194662648373
-2.9939230319089045,-0.14713351810268455
-2.99329465054005,-0.14775503148128316
-2.992666269171195,-0.14837648651686777
-2.9920378878023404,-0.14899788296404778
-2.9914095064334854,-0.14961922057745758
-2.9907811250646303,-0.15024049911175336
-2.9901527436957758,-0.15086171832161469
-2.9895243623269208,-0.15148287796174592
-2.988895980958066,-0.15210397778687312
-2.988267599589211,-0.15272501755174772
-2.987639218220356,-0.15334599701114363
-2.9870108368515016,-0.15396691591985845
-2.9863824554826466,-0.15458777403271512
-2.9857540741137916,-0.1552085711045592
-2.985125692744937,-0.1558293068902604
-2.984497311376082,-0.1564499811447139
-2.9838689300072274,-0.15707059362283743
-2.9832405486383724,-0.1576911440795749
-2.9826121672695174,-0.1583116322698934
-2.981983785900663,-0.15893205794878454
-2.981355404531808,-0.15955242087126598
-2.9807270231629532,-0.1601727207923784
-2.9800986417940982,-0.1607929574671891
-2.979470260425243,-0.16141313065078908
-2.9788418790563886,-0.1620332400982943
-2.9782134976875336,-0.16265328556484737
-2.9775851163186786,-0.16327326680561471
-2.976956734949824,-0.16389318357578816
-2.976328353580969,-0.1645130356305863
-2.9756999722121145,-0.16513282272525157
-2.9750715908432595,-0.1657525446150537
-2.9744432094744044,-0.166372201055287
-2.97381482810555,-0.16699179180127152
-2.973186446736695,-0.16761131660835457
-2.97255806536784,-0.16823077523190827
-2.9719296839989853,-0.16885016742733075
-2.9713013026301303,-0.16946949295004776
-2.9706729212612757,-0.1700887515555096
-2.9700445398924207,-0.17070794299919478
-2.9694161585235657,-0.171327067036607
-2.968787777154711,-0.1719461234232765
-2.968159395785856,-0.17256511191476168
-2.967531014417001,-0.17318403226664633
-2.9669026330481465,-0.1738028842345412
-2.9662742516792915,-0.17442166757408534
-2.965645870310437,-0.17504038204094313
-2.965017488941582,-0.17565902739080794
-2.964389107572727,-0.17627760337939907
-2.9637607262038723,-0.17689610976246326
-2.9631323448350173,-0.17751454629577595
-2.9625039634661627,-0.17813291273513857
-2.9618755820973077,-0.17875120883638182
-2.9612472007284527,-0.17936943435536293
-2.960618819359598,-0.17998758904796705
-2.959990437990743,-0.1806056726701085
-2.959362056621888,-0.18122368497772845
-2.9587336752530335,-0.18184162572679616
-2.9581052938841785,-0.1824594946733105
-2.957476912515324,-0.18307729157329689
-2.956848531146469,-0.18369501618281103
-2.956220149777614,-0.18431266825793582
-2.9555917684087594,-0.18493024755478277
-2.9549633870399044,-0.18554775382949343
-2.95433500567105,-0.1861651868382365
-2.9537066243021948,-0.1867825463372113
-2.9530782429333398,-0.18739983208264493
-2.952449861564485,-0.1880170438307935
-2.95182148019563,-0.1886341813379438
-2.951193098826775,-0.1892512443604105
-2.9505647174579206,-0.18986823265453773
-2.9499363360890656,-0.1904851459767004
-2.949307954720211,-0.1911019840833014
-2.948679573351356,-0.19171874673077488
-2.948051191982501,-0.19233543367558364
-2.9474228106136464,-0.19295204467422025
-2.9467944292447914,-0.19356857948320869
-2.9461660478759364,-0.19418503785910163
-2.945537666507082,-0.19480141955848193
-2.944909285138227,-0.1954177243379641
-2.9442809037693722,-0.19603395195419118
-2.9436525224005172,-0.19665010216383852
-2.943024141031662,-0.19726617472361066
-2.9423957596628076,-0.1978821693902428
-2.9417673782939526,-0.1984980859205023
-2.9411389969250976,-0.19911392407118592
-2.940510615556243,-0.1997296835991215
-2.939882234187388,-0.20034536426116914
-2.9392538528185335,-0.20096096581421838
-2.9386254714496785,-0.20157648801519173
-2.9379970900808234,-0.20219193062104174
-2.937368708711969,-0.2028072933887524
-2.936740327343114,-0.20342257607534048
-2.9361119459742593,-0.20403777843785267
-2.9354835646054043,-0.2046529002333691
-2.9348551832365493,-0.20526794121900044
-2.9342268018676947,-0.20588290115188923
-2.9335984204988397,-0.20649777978921133
-2.9329700391299847,-0.20711257688817342
-2.93234165776113,-0.20772729220601432
-2.931713276392275,-0.20834192550000652
-2.9310848950234205,-0.2089564765274531
-2.9304565136545655,-0.20957094504569143
-2.9298281322857105,-0.21018533081209007
-2.929199750916856,-0.21079963358405027
-2.928571369548001,-0.21141385311900746
-2.9279429881791463,-0.21202798917442806
-2.9273146068102913,-0.2126420415078133
-2.9266862254414363,-0.21325600987669607
-2.9260578440725817,-0.21386989403864248
-2.9254294627037267,-0.2144836937512532
-2.9248010813348717,-0.21509740877216088
-2.924172699966017,-0.2157110388590317
-2.923544318597162,-0.21632458376956656
-2.9229159372283076,-0.2169380432614984
-2.9222875558594525,-0.2175514170925955
-2.9216591744905975,-0.21816470502065877
-2.921030793121743,-0.21877790680352294
-2.920402411752888,-0.2193910221990581
-2.919774030384033,-0.22000405096516715
-2.9191456490151784,-0.2206169928597872
-2.9185172676463234,-0.221229847640891
-2.917888886277469,-0.22184261506648387
-2.9172605049086138,-0.22245529489460744
-2.9166321235397588,-0.22306788688333662
-2.916003742170904,-0.22368039079078095
-2.915375360802049,-0.22429280637508608
-2.914746979433194,-0.22490513339443127
-2.9141185980643396,-0.22551737160703073
-2.9134902166954846,-0.22612952077113502
-2.91286183532663,-0.22674158064502808
-2.912233453957775,-0.227353550987031
-2.91160507258892,-0.22796543155549873
-2.9109766912200654,-0.2285772221088218
-2.9103483098512104,-0.22918892240542754
-2.909719928482356,-0.22980053220377722
-2.909091547113501,-0.23041205126236947
-2.908463165744646,-0.2310234793397376
-2.9078347843757912,-0.23163481619445073
-2.9072064030069362,-0.23224606158511535
-2.906578021638081,-0.23285721527037276
-2.9059496402692266,-0.23346827700890047
-2.9053212589003716,-0.2340792465594136
-2.904692877531517,-0.23469012368066192
-2.904064496162662,-0.23530090813143345
-2.903436114793807,-0.2359115996705515
-2.9028077334249525,-0.23652219805687608
-2.9021793520560974,-0.2371327030493052
-2.901550970687243,-0.23774311440677215
-2.900922589318388,-0.23835343188824884
-2.900294207949533,-0.23896365525274293
-2.8996658265806783,-0.23957378425929934
-2.8990374452118233,-0.24018381866700142
-2.8984090638429683,-0.24079375823496868
-2.8977806824741137,-0.24140360272235803
-2.8971523011052587,-0.24201335188836523
-2.896523919736404,-0.24262300549222196
-2.895895538367549,-0.2432325632931993
-2.895267156998694,-0.243842025050605
-2.8946387756298395,-0.24445139052378462
-2.8940103942609845,-0.24506065947212302
-2.8933820128921295,-0.24566983165504197
-2.892753631523275,-0.2462789068320014
-2.89212525015442,-0.24688788476250081
-2.8914968687855653,-0.24749676520607644
-2.8908684874167103,-0.24810554792230471
-2.8902401060478553,-0.2487142326707993
-2.8896117246790007,-0.24932281921121266
-2.8889833433101457,-0.24993130730323723
-2.8883549619412907,-0.2505396967066031
-2.887726580572436,-0.2511479871810793
-2.887098199203581,-0.25175617848647514
-2.8864698178347266,-0.2523642703826375
-2.8858414364658715,-0.2529722626294541
-2.8852130550970165,-0.2535801549868509
-2.884584673728162,-0.2541879472147931
-2.883956292359307,-0.25479563907328684
-2.8833279109904524,-0.25540323032237616
-2.8826995296215974,-0.25601072072214653
-2.8820711482527424,-0.25661811003272195
-2.881442766883888,-0.25722539801426636
-2.8808143855150328,-0.257832584426985
-2.8801860041461778,-0.25843966903112187
-2.879557622777323,-0.2590466515869612
-2.878929241408468,-0.2596535318548289
-2.8783008600396136,-0.26026030959508945
-2.8776724786707586,-0.26086698456814944
-2.8770440973019036,-0.261473556534455
-2.876415715933049,-0.2620800252544927
-2.875787334564194,-0.2626863904887913
-2.8751589531953394,-0.2632926519979186
-2.8745305718264844,-0.2638988095424853
-2.8739021904576294,-0.26450486288314157
-2.873273809088775,-0.2651108117805789
-2.87264542771992,-0.2657166559955312
-2.872017046351065,-0.2663223952887726
-2.8713886649822102,-0.26692802942111854
-2.8707602836133552,-0.2675335581534273
-2.8701319022445,-0.26813898124659735
-2.8695035208756456,-0.26874429846156916
-2.8688751395067906,-0.269349509559326
-2.868246758137936,-0.2699546143008916
-2.867618376769081,-0.27055961244733323
-2.866989995400226,-0.2711645037597589
-2.8663616140313715,-0.27176928799931904
-2.8657332326625164,-0.2723739649272074
-2.865104851293662,-0.2729785343046585
-2.864476469924807,-0.27358299589295115
-2.863848088555952,-0.2741873494534052
-2.8632197071870973,-0.2747915947473834
-2.8625913258182423,-0.2753957315362923
-2.8619629444493873,-0.2759997595815802
-2.8613345630805327,-0.2766036786447382
-2.8607061817116777,-0.2772074884873019
-2.860077800342823,-0.2778111888708481
-2.859449418973968,-0.27841477955699867
-2.858821037605113,-0.27901826030741744
-2.8581926562362585,-0.27962163088381176
-2.8575642748674035,-0.2802248910479336
-2.856935893498549,-0.2808280405615769
-2.856307512129694,-0.2814310791865811
-2.855679130760839,-0.28203400668482803
-2.8550507493919843,-0.28263682281824337
-2.8544223680231293,-0.2832395273487981
-2.8537939866542743,-0.28384212003850606
-2.8531656052854197,-0.28444460064942517
-2.8525372239165647,-0.2850469689436589
-2.85190884254771,-0.28564922468335335
-2.851280461178855,-0.2862513676307008
-2.85065207981,-0.2868533975479367
-2.8500236984411456,-0.2874553141973413
-2.8493953170722905,-0.2880571173412408
-2.848766935703436,-0.28865880674200434
-2.848138554334581,-0.2892603821620479
-2.847510172965726,-0.28986184336383103
-2.8468817915968714,-0.29046319010985855
-2.8462534102280164,-0.2910644221626816
-2.8456250288591614,-0.2916655392848953
-2.844996647490307,-0.29226654123914036
-2.8443682661214518,-0.2928674277881041
-2.8437398847525968,-0.29346819869451807
-2.843111503383742,-0.29406885372115965
-2.842483122014887,-0.2946693926308531
-2.8418547406460326,-0.295269815186467
-2.8412263592771776,-0.2958701211509173
-2.8405979779083226,-0.29647031028716503
-2.839969596539468,-0.29707038235821714
-2.839341215170613,-0.29767033712712815
-2.8387128338017584,-0.2982701743569972
-2.8380844524329034,-0.29886989381097157
-2.8374560710640484,-0.2994694952522436
-2.836827689695194,-0.3000689784440525
-2.836199308326339,-0.30066834314968527
-2.835570926957484,-0.3012675891324744
-2.8349425455886292,-0.30186671615579946
-2.8343141642197742,-0.30246572398308796
-2.8336857828509197,-0.30306461237781307
-2.8330574014820646,-0.3036633811034966
-2.8324290201132096,-0.3042620299237065
-2.831800638744355,-0.30486055860205796
-2.8311722573755,-0.30545896690221497
-2.8305438760066455,-0.30605725458788724
-2.8299154946377905,-0.3066554214228339
-2.8292871132689354,-0.3072534671708605
-2.828658731900081,-0.30785139159582037
-2.828030350531226,-0.3084491944616161
-2.827401969162371,-0.30904687553219695
-2.8267735877935163,-0.3096444345715602
-2.8261452064246613,-0.31024187134375275
-2.8255168250558067,-0.31083918561286794
-2.8248884436869517,-0.3114363771430493
-2.8242600623180967,-0.31203344569848734
-2.823631680949242,-0.3126303910434215
-2.823003299580387,-0.31322721294214073
-2.8223749182115325,-0.31382391115898134
-2.8217465368426775,-0.31442048545832996
-2.8211181554738225,-0.315016935604621
-2.820489774104968,-0.31561326136233797
-2.819861392736113,-0.3162094624960145
-2.819233011367258,-0.3168055387702324
-2.8186046299984033,-0.31740148994962264
-2.8179762486295483,-0.31799731579886703
-2.8173478672606933,-0.31859301608269536
-2.8167194858918387,-0.3191885905658872
-2.8160911045229837,-0.31978403901327307
-2.815462723154129,-0.3203793611897313
-2.814834341785274,-0.3209745568601921
-2.814205960416419,-0.3215696257896341
-2.8135775790475646,-0.32216456774308627
-2.8129491976787095,-0.32275938248562863
-2.812320816309855,-0.32335406978239006
-2.811692434941,-0.32394862939855124
-2.811064053572145,-0.32454306109934206
-2.8104356722032904,-0.325137364650043
-2.8098072908344354,-0.32573153981598635
-2.8091789094655804,-0.3263255863625537
-2.808550528096726,-0.3269195040551777
-2.8079221467278708,-0.3275132926593429
-2.807293765359016,-0.3281069519405833
-2.806665383990161,-0.3287004816644855
-2.806037002621306,-0.3292938815966861
-2.8054086212524516,-0.32988715150287296
-2.8047802398835966,-0.33048029114878646
-2.804151858514742,-0.3310733003002168
-2.803523477145887,-0.33166617872300735
-2.802895095777032,-0.3322589261830519
-2.8022667144081774,-0.3328515424462959
-2.8016383330393224,-0.3334440272787379
-2.8010099516704674,-0.334036380446427
-2.800381570301613,-0.3346286017154643
-2.799753188932758,-0.3352206908520045
-2.7991248075639032,-0.33581264762225244
-2.7984964261950482,-0.3364044717924671
-2.7978680448261932,-0.33699616312895847
-2.7972396634573387,-0.33758772139808907
-2.7966112820884836,-0.33817914636627516
-2.795982900719629,-0.33877043779998406
-2.795354519350774,-0.33936159546573735
-2.794726137981919,-0.33995261913010827
-2.7940977566130645,-0.34054350855972293
-2.7934693752442095,-0.3411342635212617
-2.7928409938753544,-0.3417248837814569
-2.7922126125065,-0.3423153691070938
-2.791584231137645,-0.3429057192650125
-2.79095584976879,-0.343495934022105
-2.7903274683999353,-0.34408601314531684
-2.7896990870310803,-0.34467595640164833
-2.7890707056622257,-0.3452657635581518
-2.7884423242933707,-0.34585543438193506
-2.7878139429245157,-0.3464449686401584
-2.787185561555661,-0.34703436610003596
-2.786557180186806,-0.3476236265288374
-2.7859287988179515,-0.3482127496938845
-2.7853004174490965,-0.3488017353625552
-2.7846720360802415,-0.34939058330228034
-2.784043654711387,-0.34997929328054517
-2.783415273342532,-0.35056786506489057
-2.782786891973677,-0.3511562984229109
-2.7821585106048223,-0.35174459312225514
-2.7815301292359673,-0.3523327489306281
-2.7809017478671127,-0.35292076561578806
-2.7802733664982577,-0.3535086429455497
-2.7796449851294027,-0.3540963806877814
-2.779016603760548,-0.3546839786104069
-2.778388222391693,-0.3552714364814063
-2.7777598410228386,-0.3558587540688132
-2.7771314596539836,-0.35644593114071843
-2.7765030782851285,-0.357032967465267
-2.775874696916274,-0.35761986281065955
-2.775246315547419,-0.3582066169451535
-2.774617934178564,-0.35879322963706084
-2.7739895528097094,-0.35937970065474945
-2.7733611714408544,-0.35996602976664444
-2.772732790072,-0.3605522167412252
-2.772104408703145,-0.36113826134702887
-2.7714760273342898,-0.3617241633526477
-2.770847645965435,-0.3623099225267301
-2.77021926459658,-0.36289553863798235
-2.7695908832277256,-0.3634810114551652
-2.7689625018588706,-0.36406634074709804
-2.7683341204900156,-0.3646515262826554
-2.767705739121161,-0.36523656783076863
-2.767077357752306,-0.36582146516042735
-2.766448976383451,-0.36640621804067663
-2.7658205950145964,-0.3669908262406188
-2.7651922136457414,-0.3675752895294144
-2.7645638322768864,-0.36815960767628
-2.763935450908032,-0.36874378045048956
-2.763307069539177,-0.36932780762137557
-2.7626786881703222,-0.3699116889583264
-2.7620503068014672,-0.3704954242307897
-2.7614219254326122,-0.37107901320826947
-2.7607935440637577,-0.3716624556603276
-2.7601651626949026,-0.3722457513565849
-2.759536781326048,-0.37282890006671865
-2.758908399957193,-0.3734119015604657
-2.758280018588338,-0.3739947556076199
-2.7576516372194835,-0.37457746197803327
-2.7570232558506285,-0.37516002044161734
-2.7563948744817734,-0.3757424307683408
-2.755766493112919,-0.37632469272823094
-2.755138111744064,-0.3769068060913747
-2.7545097303752093,-0.3774887706279163
-2.7538813490063543,-0.37807058610806016
-2.7532529676374993,-0.37865225230206834
-2.7526245862686447,-0.3792337689802619
-2.7519962048997897,-0.37981513591302224
-2.751367823530935,-0.3803963528707881
-2.75073944216208,-0.3809774196240592
-2.750111060793225,-0.3815583359433933
-2.7494826794243705,-0.38213910159940745
-2.7488542980555155,-0.3827197163627796
-2.7482259166866605,-0.383300180004246
-2.747597535317806,-0.3838804922946025
-2.746969153948951,-0.38446065300470605
-2.746340772580096,-0.3850406619054721
-2.7457123912112413,-0.3856205187678761
-2.7450840098423863,-0.3862002233629549
-2.7444556284735317,-0.38677977546180353
-2.7438272471046767,-0.3873591748355792
-2.743198865735822,-0.38793842125549755
-2.742570484366967,-0.3885175144928364
-2.741942102998112,-0.38909645431893275
-2.7413137216292576,-0.38967524050518415
-2.7406853402604026,-0.39025387282305013
-2.7400569588915475,-0.3908323510440498
-2.739428577522693,-0.39141067493976284
-2.738800196153838,-0.39198884428183145
-2.738171814784983,-0.3925668588419574
-2.7375434334161284,-0.3931447183919036
-2.7369150520472734,-0.39372242270349556
-2.736286670678419,-0.3942999715486182
-2.735658289309564,-0.39487736469921964
-2.7350299079407088,-0.39545460192730825
-2.734401526571854,-0.39603168300495384
-2.733773145202999,-0.3966086077042892
-2.7331447638341446,-0.3971853757975073
-2.7325163824652896,-0.3977619870568644
-2.7318880010964346,-0.3983384412546776
-2.73125961972758,-0.398914738163326
-2.730631238358725,-0.39949087755525203
-2.73000285698987,-0.40006685920295904
-2.7293744756210154,-0.40064268287901267
-2.7287460942521604,-0.4012183483560423
-2.728117712883306,-0.40179385540673795
-2.727489331514451,-0.40236920380385394
-2.726860950145596,-0.40294439332020604
-2.7262325687767412,-0.40351942372867267
-2.7256041874078862,-0.40409429480219633
-2.7249758060390317,-0.4046690063137808
-2.7243474246701767,-0.40524355803649453
-2.7237190433013216,-0.40581794974346785
-2.723090661932467,-0.4063921812078942
-2.722462280563612,-0.4069662522030316
-2.721833899194757,-0.4075401625022001
-2.7212055178259025,-0.4081139118787834
-2.7205771364570475,-0.4086875001062297
-2.7199487550881924,-0.4092609269580498
-2.719320373719338,-0.4098341922078182
-2.718691992350483,-0.4104072956291744
-2.7180636109816283,-0.4109802369958201
-2.7174352296127733,-0.4115530160815228
-2.7168068482439187,-0.41212563266011226
-2.7161784668750637,-0.4126980865054841
-2.7155500855062087,-0.4132703773915971
-2.714921704137354,-0.4138425050924743
-2.714293322768499,-0.41441446938220416
-2.713664941399644,-0.4149862700349389
-2.7130365600307895,-0.415557906824895
-2.7124081786619345,-0.416129379526355
-2.7117797972930795,-0.416700687913665
-2.711151415924225,-0.41727183176123595
-2.71052303455537,-0.417842810843545
-2.7098946531865153,-0.41841362493513284
-2.7092662718176603,-0.4189842738106068
-2.7086378904488053,-0.41955475724463825
-2.7080095090799507,-0.4201250750119639
-2.7073811277110957,-0.4206952268873871
-2.706752746342241,-0.4212652126457751
-2.706124364973386,-0.42183503206206235
-2.705495983604531,-0.42240468491124783
-2.7048676022356766,-0.42297417096839607
-2.7042392208668216,-0.423543490008639
-2.7036108394979665,-0.424112641807173
-2.702982458129112,-0.4246816261392607
-2.702354076760257,-0.42525044278023183
-2.7017256953914024,-0.42581909150548103
-2.7010973140225474,-0.42638757209047057
-2.7004689326536924,-0.42695588431072806
-2.699840551284838,-0.4275240279418476
-2.699212169915983,-0.4280920027594909
-2.698583788547128,-0.42865980853938496
-2.697955407178273,-0.429227445057325
-2.697327025809418,-0.4297949120891718
-2.6966986444405636,-0.4303622094108533
-2.6960702630717086,-0.43092933679836537
-2.6954418817028536,-0.43149629402776996
-2.694813500333999,-0.4320630808751961
-2.694185118965144,-0.4326296971168415
-2.693556737596289,-0.43319614252896976
-2.6929283562274344,-0.43376241688791217
-2.6922999748585794,-0.4343285199700686
